No,year,month,date,Discharge_CMS,Sed_Con_ppm,Sus_Load_MTDay,date_full,SSL_expected,flag
15,1971,7,16,6.76,0,0,1971-07-16,0,below_detection
16,1971,7,22,23.2,392,785.76,1971-07-22,785.75616,ok
17,1971,7,28,110,972,9237.89,1971-07-28,9237.888,ok
18,1971,8,7,24.2,89,186.09,1971-08-07,186.08831999999998,ok
19,1971,8,17,17.2,0,0,1971-08-17,0,below_detection
20,1971,8,24,13,0,0,1971-08-24,0,below_detection
21,1971,8,29,12.1,0,0,1971-08-29,0,below_detection
22,1971,9,9,10.5,0,0,1971-09-09,0,below_detection
23,1971,9,15,18.7,173,279.51,1971-09-15,279.51264000000003,ok
24,1971,9,21,36.5,124,391.05,1971-09-21,391.0464,ok
25,1971,9,28,28.7,195,483.54,1971-09-28,483.5376,ok
26,1971,10,4,21.5,0,0,1971-10-04,0,below_detection
27,1971,10,14,33,167,476.15,1971-10-14,476.15040000000005,ok
28,1971,10,21,19.3,28,46.69,1971-10-21,46.69056,ok
29,1971,10,28,14.6,0,0,1971-10-28,0,below_detection
30,1971,11,8,18,0,0,1971-11-08,0,below_detection
31,1971,11,23,15.3,49,64.77,1971-11-23,64.77408000000001,ok
32,1971,12,5,20.2,0,0,1971-12-05,0,below_detection
33,1971,12,17,13.8,0,0,1971-12-17,0,below_detection
1,1970,1,5,9.75,0,0,1970-01-05,0,below_detection
2,1970,1,16,15.9,39,53.58,1970-01-16,53.576640000000005,ok
3,1970,2,11,8.92,0,0,1970-02-11,0,below_detection
4,1970,2,23,8.03,0,0,1970-02-23,0,below_detection
5,1970,3,9,8.53,0,0,1970-03-09,0,below_detection
6,1970,3,19,9.03,0,0,1970-03-19,0,below_detection
7,1970,4,8,6.62,0,0,1970-04-08,0,below_detection
8,1970,4,24,6.88,0,0,1970-04-24,0,below_detection
9,1970,5,6,6.47,0,0,1970-05-06,0,below_detection
10,1970,5,20,6.38,0,0,1970-05-20,0,below_detection
11,1970,6,4,9.34,0,0,1970-06-04,0,below_detection
12,1970,6,16,23.6,106,216.14,1970-06-16,216.13824000000005,ok
13,1970,7,3,8.56,0,0,1970-07-03,0,below_detection
14,1970,7,8,8.18,0,0,1970-07-08,0,below_detection
15,1970,7,14,7.49,0,0,1970-07-14,0,below_detection
16,1970,7,25,10.5,0,0,1970-07-25,0,below_detection
17,1970,8,4,9.94,0,0,1970-08-04,0,below_detection
18,1970,8,11,7.48,0,0,1970-08-11,0,below_detection
19,1970,8,20,9.3,41,32.94,1970-08-20,32.944320000000005,ok
20,1970,8,28,10.21,0,0,1970-08-28,0,below_detection
21,1970,9,3,32.7,155,437.92,1970-09-03,437.9184,ok
22,1970,9,8,27,140,326.59,1970-09-08,326.59200000000004,ok
23,1970,9,20,15.3,0,0,1970-09-20,0,below_detection
24,1970,9,27,11.9,0,0,1970-09-27,0,below_detection
25,1970,10,2,64.1,427,2364.83,1970-10-02,2364.8284799999997,ok
26,1970,10,8,69.9,60,362.36,1970-10-08,362.3616,ok
27,1970,10,18,76.9,511,3395.17,1970-10-18,3395.1657600000003,ok
28,1970,10,27,28,888,2148.25,1970-10-27,2148.2496,ok
29,1970,11,3,21.6,0,0,1970-11-03,0,below_detection
30,1970,11,10,18.1,0,0,1970-11-10,0,below_detection
31,1970,11,18,16.6,0,0,1970-11-18,0,below_detection
32,1970,12,2,16.4,0,0,1970-12-02,0,below_detection
33,1970,12,19,15.1,0,0,1970-12-19,0,below_detection
1,1969,1,9,7.95,0,0,1969-01-09,0,below_detection
2,1969,1,27,6.09,0,0,1969-01-27,0,below_detection
3,1969,2,5,7.67,0,0,1969-02-05,0,below_detection
4,1969,2,22,5.96,0,0,1969-02-22,0,below_detection
5,1969,3,4,5.55,0,0,1969-03-04,0,below_detection
6,1969,3,22,5.68,0,0,1969-03-22,0,below_detection
7,1969,4,5,6.35,0,0,1969-04-05,0,below_detection
8,1969,4,24,5.3,0,0,1969-04-24,0,below_detection
9,1969,5,8,7.29,0,0,1969-05-08,0,below_detection
10,1969,5,22,4.8,0,0,1969-05-22,0,below_detection
11,1969,6,9,7.94,0,0,1969-06-09,0,below_detection
12,1969,6,18,12.5,0,0,1969-06-18,0,below_detection
13,1969,7,8,7.36,0,0,1969-07-08,0,below_detection
14,1969,7,13,7.02,0,0,1969-07-13,0,below_detection
15,1969,7,20,7.03,0,0,1969-07-20,0,below_detection
16,1969,7,30,91.9,349,2771.12,1969-07-30,2771.1158400000004,ok
17,1969,8,5,35.4,63,192.69,1969-08-05,192.68928,ok
18,1969,8,9,28.9,51,127.34,1969-08-09,127.34496,ok
19,1969,8,17,18.5,0,0,1969-08-17,0,below_detection
20,1969,8,28,12.2,0,0,1969-08-28,0,below_detection
21,1969,9,2,11,0,0,1969-09-02,0,below_detection
22,1969,9,12,167,233,3361.91,1969-09-12,3361.9104,ok
23,1969,9,18,126,103,1121.3,1969-09-18,1121.2992000000002,ok
24,1969,9,28,67.3,29,168.63,1969-09-28,168.62688,ok
25,1969,10,5,140,125,1512,1969-10-05,1512,ok
26,1969,10,11,52.4,37,167.51,1969-10-11,167.51232000000002,ok
27,1969,10,19,26.8,0,0,1969-10-19,0,below_detection
28,1969,10,25,19.1,0,0,1969-10-25,0,below_detection
29,1969,11,5,14.4,0,0,1969-11-05,0,below_detection
30,1969,11,21,14.1,0,0,1969-11-21,0,below_detection
31,1969,12,5,11.3,0,0,1969-12-05,0,below_detection
32,1969,12,22,10.5,0,0,1969-12-22,0,below_detection
1,1968,1,4,13.8,0,0,1968-01-04,0,below_detection
2,1968,1,24,11,0,0,1968-01-24,0,below_detection
3,1968,2,6,11.2,0,0,1968-02-06,0,below_detection
4,1968,2,20,17.9,0,0,1968-02-20,0,below_detection
5,1968,3,4,18.9,0,0,1968-03-04,0,below_detection
6,1968,3,18,10.9,0,0,1968-03-18,0,below_detection
7,1968,4,8,11.8,0,0,1968-04-08,0,below_detection
8,1968,4,22,11.1,0,0,1968-04-22,0,below_detection
9,1968,5,5,8.55,0,0,1968-05-05,0,below_detection
10,1968,5,27,9.09,0,0,1968-05-27,0,below_detection
11,1968,6,7,14.6,0,0,1968-06-07,0,below_detection
12,1968,6,27,11.2,0,0,1968-06-27,0,below_detection
13,1968,7,5,10.3,0,0,1968-07-05,0,below_detection
14,1968,7,15,9.6,0,0,1968-07-15,0,below_detection
15,1968,7,22,8.38,0,0,1968-07-22,0,below_detection
16,1968,7,28,165,2572,36666.43,1968-07-28,36666.432,ok
17,1968,8,8,38.2,0,0,1968-08-08,0,below_detection
18,1968,8,16,20.9,0,0,1968-08-16,0,below_detection
19,1968,8,20,35.9,0,0,1968-08-20,0,below_detection
20,1968,8,27,26.7,0,0,1968-08-27,0,below_detection
21,1968,9,7,264,793,18088.01,1968-09-07,18088.0128,ok
22,1968,9,12,65,0,0,1968-09-12,0,below_detection
23,1968,9,23,24.7,0,0,1968-09-23,0,below_detection
24,1968,9,27,21.7,0,0,1968-09-27,0,below_detection
25,1968,10,5,130,106,1190.59,1968-10-05,1190.592,ok
26,1968,10,10,55.5,0,0,1968-10-10,0,below_detection
27,1968,10,18,50.7,0,0,1968-10-18,0,below_detection
28,1968,10,26,27.7,0,0,1968-10-26,0,below_detection
29,1968,11,16,14.7,0,0,1968-11-16,0,below_detection
30,1968,11,29,10.5,0,0,1968-11-29,0,below_detection
31,1968,12,9,9.79,0,0,1968-12-09,0,below_detection
32,1968,12,19,9.08,0,0,1968-12-19,0,below_detection
1,1967,1,5,8.97,0,0,1967-01-05,0,below_detection
2,1967,1,23,8.41,0,0,1967-01-23,0,below_detection
3,1967,2,3,9.96,0,0,1967-02-03,0,below_detection
4,1967,2,19,7.16,0,0,1967-02-19,0,below_detection
5,1967,3,8,7.92,0,0,1967-03-08,0,below_detection
6,1967,3,26,6.82,0,0,1967-03-26,0,below_detection
7,1967,4,6,6.15,0,0,1967-04-06,0,below_detection
8,1967,4,23,14.3,0,0,1967-04-23,0,below_detection
9,1967,5,4,9.58,0,0,1967-05-04,0,below_detection
10,1967,5,25,16.7,0,0,1967-05-25,0,below_detection
11,1967,6,4,16.5,207,295.1,1967-06-04,295.0992,ok
12,1967,6,14,32.3,0,0,1967-06-14,0,below_detection
13,1967,7,6,9.11,0,0,1967-07-06,0,below_detection
14,1967,7,29,6.95,0,0,1967-07-29,0,below_detection
15,1967,8,3,6.6,0,0,1967-08-03,0,below_detection
16,1967,8,12,6.65,0,0,1967-08-12,0,below_detection
17,1967,8,21,29.9,0,0,1967-08-21,0,below_detection
18,1967,8,27,12.5,0,0,1967-08-27,0,below_detection
19,1967,9,5,18.4,0,0,1967-09-05,0,below_detection
20,1967,9,13,13.4,0,0,1967-09-13,0,below_detection
21,1967,9,21,11.8,0,0,1967-09-21,0,below_detection
22,1967,9,27,12.6,0,0,1967-09-27,0,below_detection
23,1967,10,7,13.7,0,0,1967-10-07,0,below_detection
24,1967,10,12,10.8,0,0,1967-10-12,0,below_detection
25,1967,10,20,165,758,10806.05,1967-10-20,10806.048,ok
26,1967,10,26,57.4,0,0,1967-10-26,0,below_detection
27,1967,11,4,25.8,0,0,1967-11-04,0,below_detection
28,1967,11,20,82.7,0,0,1967-11-20,0,below_detection
29,1967,12,4,23.3,0,0,1967-12-04,0,below_detection
30,1967,12,25,14.6,0,0,1967-12-25,0,below_detection
1,1966,1,14,7.17,0,0,1966-01-14,0,below_detection
2,1966,1,26,7.66,0,0,1966-01-26,0,below_detection
3,1966,2,7,6.41,0,0,1966-02-07,0,below_detection
4,1966,3,4,5.94,0,0,1966-03-04,0,below_detection
5,1966,3,22,6.09,0,0,1966-03-22,0,below_detection
6,1966,4,3,7.03,0,0,1966-04-03,0,below_detection
7,1966,4,22,7.09,0,0,1966-04-22,0,below_detection
8,1966,5,5,8.04,0,0,1966-05-05,0,below_detection
9,1966,5,26,8.33,0,0,1966-05-26,0,below_detection
10,1966,6,15,27.8,0,0,1966-06-15,0,below_detection
11,1966,7,3,13.2,0,0,1966-07-03,0,below_detection
12,1966,7,13,13.2,0,0,1966-07-13,0,below_detection
13,1966,7,26,9.7,0,0,1966-07-26,0,below_detection
14,1966,8,3,9.29,0,0,1966-08-03,0,below_detection
15,1966,8,10,8.79,0,0,1966-08-10,0,below_detection
16,1966,8,17,7.69,0,0,1966-08-17,0,below_detection
17,1966,8,25,8.76,0,0,1966-08-25,0,below_detection
18,1966,9,6,8.09,0,0,1966-09-06,0,below_detection
19,1966,9,11,19,0,0,1966-09-11,0,below_detection
20,1966,9,21,37.2,0,0,1966-09-21,0,below_detection
21,1966,9,27,21.6,0,0,1966-09-27,0,below_detection
22,1966,10,5,15,0,0,1966-10-05,0,below_detection
23,1966,10,17,11,0,0,1966-10-17,0,below_detection
24,1966,10,20,10.5,0,0,1966-10-20,0,below_detection
25,1966,10,27,9.51,0,0,1966-10-27,0,below_detection
26,1966,11,3,9.26,0,0,1966-11-03,0,below_detection
27,1966,11,14,9.17,0,0,1966-11-14,0,below_detection
28,1966,11,25,9.18,0,0,1966-11-25,0,below_detection
29,1966,12,7,9.33,0,0,1966-12-07,0,below_detection
30,1966,12,22,8.22,0,0,1966-12-22,0,below_detection
1,1965,1,10,12.9,0,0,1965-01-10,0,below_detection
2,1965,1,25,9.92,0,0,1965-01-25,0,below_detection
3,1965,2,14,8.06,0,0,1965-02-14,0,below_detection
4,1965,2,23,7.88,0,0,1965-02-23,0,below_detection
5,1965,3,10,11.1,0,0,1965-03-10,0,below_detection
6,1965,3,26,6.47,0,0,1965-03-26,0,below_detection
7,1965,4,10,5.42,0,0,1965-04-10,0,below_detection
8,1965,4,25,6.99,0,0,1965-04-25,0,below_detection
9,1965,5,11,8.45,0,0,1965-05-11,0,below_detection
10,1965,5,28,11.4,0,0,1965-05-28,0,below_detection
11,1965,6,7,14.7,0,0,1965-06-07,0,below_detection
12,1965,6,18,10.9,0,0,1965-06-18,0,below_detection
13,1965,7,3,18.4,0,0,1965-07-03,0,below_detection
14,1965,7,11,14.5,0,0,1965-07-11,0,below_detection
15,1965,7,15,256,5617,124239.05,1965-07-15,124239.0528,ok
16,1965,8,3,36.6,0,0,1965-08-03,0,below_detection
17,1965,8,13,20.2,0,0,1965-08-13,0,below_detection
18,1965,8,19,25.7,0,0,1965-08-19,0,below_detection
19,1965,8,25,16.4,0,0,1965-08-25,0,below_detection
20,1965,8,26,18,0,0,1965-08-26,0,below_detection
21,1965,8,27,17.7,0,0,1965-08-27,0,below_detection
22,1965,8,28,21.2,0,0,1965-08-28,0,below_detection
23,1965,9,3,14,0,0,1965-09-03,0,below_detection
24,1965,9,9,13,0,0,1965-09-09,0,below_detection
25,1965,9,16,11.4,0,0,1965-09-16,0,below_detection
26,1965,9,23,10.2,0,0,1965-09-23,0,below_detection
27,1965,10,5,15.8,0,0,1965-10-05,0,below_detection
28,1965,10,12,16.4,0,0,1965-10-12,0,below_detection
29,1965,10,19,12.8,0,0,1965-10-19,0,below_detection
30,1965,11,3,9.32,0,0,1965-11-03,0,below_detection
31,1965,11,18,21.7,0,0,1965-11-18,0,below_detection
32,1965,11,27,20.2,0,0,1965-11-27,0,below_detection
33,1965,12,7,13.7,0,0,1965-12-07,0,below_detection
34,1965,12,23,9.73,0,0,1965-12-23,0,below_detection
1,1964,1,13,6.87,0,0,1964-01-13,0,below_detection
2,1964,1,28,11.7,0,0,1964-01-28,0,below_detection
3,1964,2,10,9.14,0,0,1964-02-10,0,below_detection
4,1964,2,26,7.36,0,0,1964-02-26,0,below_detection
5,1964,3,11,6.62,0,0,1964-03-11,0,below_detection
6,1964,3,27,5.84,0,0,1964-03-27,0,below_detection
7,1964,4,15,5.23,0,0,1964-04-15,0,below_detection
8,1964,4,25,5.86,0,0,1964-04-25,0,below_detection
9,1964,5,18,10.4,0,0,1964-05-18,0,below_detection
10,1964,5,25,8.65,0,0,1964-05-25,0,below_detection
11,1964,6,8,18.4,0,0,1964-06-08,0,below_detection
12,1964,7,8,7.71,0,0,1964-07-08,0,below_detection
13,1964,7,15,7,0,0,1964-07-15,0,below_detection
14,1964,7,22,6.8,0,0,1964-07-22,0,below_detection
15,1964,7,29,7.44,0,0,1964-07-29,0,below_detection
16,1964,8,5,8.8,0,0,1964-08-05,0,below_detection
17,1964,8,12,56.6,143,699.3,1964-08-12,699.3043200000001,ok
18,1964,8,19,40.7,0,0,1964-08-19,0,below_detection
19,1964,8,26,29.5,0,0,1964-08-26,0,below_detection
20,1964,9,3,22.9,0,0,1964-09-03,0,below_detection
21,1964,9,11,20.6,0,0,1964-09-11,0,below_detection
22,1964,9,16,29.8,0,0,1964-09-16,0,below_detection
23,1964,9,23,42.2,0,0,1964-09-23,0,below_detection
24,1964,9,29,38,0,0,1964-09-29,0,below_detection
25,1964,10,8,27.7,0,0,1964-10-08,0,below_detection
26,1964,10,14,89.1,117,900.69,1964-10-14,900.69408,ok
27,1964,10,19,45.8,0,0,1964-10-19,0,below_detection
28,1964,10,25,54,0,0,1964-10-25,0,below_detection
29,1964,11,13,25.6,0,0,1964-11-13,0,below_detection
30,1964,11,26,15.1,0,0,1964-11-26,0,below_detection
31,1964,12,13,12.3,0,0,1964-12-13,0,below_detection
32,1964,12,23,11.5,0,0,1964-12-23,0,below_detection
1,1963,1,12,7.74,0,0,1963-01-12,0,below_detection
2,1963,1,19,6.44,0,0,1963-01-19,0,below_detection
3,1963,2,10,6.06,0,0,1963-02-10,0,below_detection
4,1963,2,21,7.15,0,0,1963-02-21,0,below_detection
5,1963,3,11,5.92,0,0,1963-03-11,0,below_detection
6,1963,3,24,6.47,0,0,1963-03-24,0,below_detection
7,1963,4,9,5.51,0,0,1963-04-09,0,below_detection
8,1963,4,24,4.02,0,0,1963-04-24,0,below_detection
9,1963,5,11,3.71,0,0,1963-05-11,0,below_detection
10,1963,5,25,3.52,0,0,1963-05-25,0,below_detection
11,1963,6,8,3.73,0,0,1963-06-08,0,below_detection
12,1963,6,28,5.43,0,0,1963-06-28,0,below_detection
13,1963,7,6,13.4,0,0,1963-07-06,0,below_detection
14,1963,7,13,9.1,0,0,1963-07-13,0,below_detection
15,1963,7,21,21.8,0,0,1963-07-21,0,below_detection
16,1963,7,26,13.3,0,0,1963-07-26,0,below_detection
17,1963,8,8,10,0,0,1963-08-08,0,below_detection
18,1963,8,15,8.35,0,0,1963-08-15,0,below_detection
19,1963,8,24,7.05,0,0,1963-08-24,0,below_detection
20,1963,8,29,6.62,0,0,1963-08-29,0,below_detection
21,1963,9,18,26.4,0,0,1963-09-18,0,below_detection
22,1963,9,23,18.5,0,0,1963-09-23,0,below_detection
23,1963,9,26,18,0,0,1963-09-26,0,below_detection
24,1963,9,30,19.6,0,0,1963-09-30,0,below_detection
25,1963,10,6,16.3,0,0,1963-10-06,0,below_detection
26,1963,10,13,14.1,0,0,1963-10-13,0,below_detection
27,1963,10,21,12.9,0,0,1963-10-21,0,below_detection
28,1963,10,28,9.99,0,0,1963-10-28,0,below_detection
29,1963,11,5,9.41,0,0,1963-11-05,0,below_detection
30,1963,11,22,8.43,0,0,1963-11-22,0,below_detection
31,1963,12,11,12,0,0,1963-12-11,0,below_detection
32,1963,12,23,12.4,0,0,1963-12-23,0,below_detection
1,1962,10,3,601,6159,319814.7,1962-10-03,319814.6976,ok
2,1962,10,4,148,3040,38873.09,1962-10-04,38873.088,ok
3,1962,12,11,9.43,0,0,1962-12-11,0,below_detection
4,1962,12,25,7.73,0,0,1962-12-25,0,below_detection
1,1961,1,7,8.98,0,0,1961-01-07,0,below_detection
2,1961,1,20,8.29,0,0,1961-01-20,0,below_detection
3,1961,1,26,8.02,0,0,1961-01-26,0,below_detection
4,1961,2,6,6.08,0,0,1961-02-06,0,below_detection
5,1961,2,10,5.58,0,0,1961-02-10,0,below_detection
6,1961,2,26,11.7,0,0,1961-02-26,0,below_detection
7,1961,3,6,7.48,0,0,1961-03-06,0,below_detection
8,1961,3,17,7.41,0,0,1961-03-17,0,below_detection
9,1961,3,28,9.31,0,0,1961-03-28,0,below_detection
10,1961,4,3,7.3,0,0,1961-04-03,0,below_detection
11,1961,4,16,5.84,0,0,1961-04-16,0,below_detection
12,1961,4,27,6.57,0,0,1961-04-27,0,below_detection
13,1961,5,3,5.99,0,0,1961-05-03,0,below_detection
14,1961,5,18,9.84,0,0,1961-05-18,0,below_detection
15,1961,6,5,26.4,0,0,1961-06-05,0,below_detection
16,1961,6,13,14.4,30,37.32,1961-06-13,37.3248,ok
17,1961,7,10,8.27,0,0,1961-07-10,0,below_detection
18,1961,7,29,23.5,105,213.19,1961-07-29,213.192,ok
19,1961,8,20,26.4,0,0,1961-08-20,0,below_detection
20,1961,8,24,21.5,0,0,1961-08-24,0,below_detection
21,1961,9,7,32.7,0,0,1961-09-07,0,below_detection
22,1961,9,12,38.8,0,0,1961-09-12,0,below_detection
23,1961,9,25,29.9,0,0,1961-09-25,0,below_detection
24,1961,10,12,26.5,0,0,1961-10-12,0,below_detection
25,1961,10,24,15.6,0,0,1961-10-24,0,below_detection
26,1961,11,10,10.2,0,0,1961-11-10,0,below_detection
27,1961,11,16,8.82,0,0,1961-11-16,0,below_detection
28,1961,11,27,11.2,0,0,1961-11-27,0,below_detection
29,1961,12,5,9.85,0,0,1961-12-05,0,below_detection
30,1961,12,15,8.67,0,0,1961-12-15,0,below_detection
31,1961,12,28,9.16,0,0,1961-12-28,0,below_detection
1,1960,1,13,12,0,0,1960-01-13,0,below_detection
2,1960,1,22,11.1,0,0,1960-01-22,0,below_detection
3,1960,2,7,10.1,0,0,1960-02-07,0,below_detection
4,1960,2,20,11.2,0,0,1960-02-20,0,below_detection
5,1960,3,8,7.14,0,0,1960-03-08,0,below_detection
6,1960,3,15,6.69,0,0,1960-03-15,0,below_detection
7,1960,4,8,7.67,0,0,1960-04-08,0,below_detection
8,1960,4,20,6.45,0,0,1960-04-20,0,below_detection
9,1960,5,5,5.94,0,0,1960-05-05,0,below_detection
10,1960,5,26,11.9,0,0,1960-05-26,0,below_detection
11,1960,6,5,10.4,0,0,1960-06-05,0,below_detection
12,1960,6,15,22.9,0,0,1960-06-15,0,below_detection
13,1960,6,28,12.7,0,0,1960-06-28,0,below_detection
14,1960,7,9,9.2,0,0,1960-07-09,0,below_detection
15,1960,7,27,9.59,0,0,1960-07-27,0,below_detection
16,1960,7,31,8.83,0,0,1960-07-31,0,below_detection
17,1960,8,1,21.8,2920,5499.88,1960-08-01,5499.8784000000005,ok
18,1960,8,2,27.9,150,361.58,1960-08-02,361.584,ok
19,1960,8,15,33.3,0,0,1960-08-15,0,below_detection
20,1960,8,25,42.1,41,149.14,1960-08-25,149.13504000000003,ok
21,1960,9,12,17.2,0,0,1960-09-12,0,below_detection
22,1960,9,23,49.6,188,805.66,1960-09-23,805.6627200000001,ok
23,1960,10,9,53.9,322,1499.54,1960-10-09,1499.54112,ok
24,1960,10,18,42.6,0,0,1960-10-18,0,below_detection
25,1960,10,28,19.4,0,0,1960-10-28,0,below_detection
26,1960,11,16,12.4,0,0,1960-11-16,0,below_detection
27,1960,11,21,12,0,0,1960-11-21,0,below_detection
28,1960,11,29,10.6,0,0,1960-11-29,0,below_detection
29,1960,12,16,9.57,0,0,1960-12-16,0,below_detection
30,1960,12,27,8.05,0,0,1960-12-27,0,below_detection
31,1960,12,29,9.67,0,0,1960-12-29,0,below_detection
1,1959,1,14,10.2,0,0,1959-01-14,0,below_detection
2,1959,1,23,10.3,0,0,1959-01-23,0,below_detection
3,1959,2,4,8.75,0,0,1959-02-04,0,below_detection
4,1959,3,5,7.71,0,0,1959-03-05,0,below_detection
5,1959,3,23,7.51,0,0,1959-03-23,0,below_detection
6,1959,4,8,5.97,0,0,1959-04-08,0,below_detection
7,1959,4,22,5.42,0,0,1959-04-22,0,below_detection
8,1959,5,4,8.61,0,0,1959-05-04,0,below_detection
9,1959,5,14,31.2,0,0,1959-05-14,0,below_detection
10,1959,5,24,16.8,0,0,1959-05-24,0,below_detection
11,1959,6,14,10.8,0,0,1959-06-14,0,below_detection
12,1959,6,20,8.1,0,0,1959-06-20,0,below_detection
13,1959,6,27,7.35,0,0,1959-06-27,0,below_detection
14,1959,7,8,7.45,0,0,1959-07-08,0,below_detection
15,1959,7,15,6.45,0,0,1959-07-15,0,below_detection
16,1959,7,25,7.51,0,0,1959-07-25,0,below_detection
17,1959,8,7,6.26,0,0,1959-08-07,0,below_detection
18,1959,8,21,13.7,0,0,1959-08-21,0,below_detection
19,1959,9,15,37.2,202,649.24,1959-09-15,649.2441600000001,ok
20,1959,10,20,12.7,0,0,1959-10-20,0,below_detection
21,1959,11,5,9.61,0,0,1959-11-05,0,below_detection
22,1959,11,27,29.4,187,475.01,1959-11-27,475.00992,ok
23,1959,12,8,18,0,0,1959-12-08,0,below_detection
24,1959,12,19,14.9,0,0,1959-12-19,0,below_detection
